Хозяйственное товарищество
Хозяйственное общество
Общество с ограниченной ответственностью
Акционерное общество
Производственный кооператив
Профессиональные союзы
Общественные движения
Фонды
Органы общественного самоуправления
Политические партии
Общины коренных малочисленных народов
Торгово-промышленные палаты
Религиозные объединения
Некоммерческие партнерства
Государственные и муниципальные учреждения
Ассоциации и союзы
Потребительские и специализированные кооперативы
Общества взаимного кредитования
Государственные корпорации и компании
